"当地时间 北京";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.08.2013 23:00";"21.5";"744.2";"750.1";"-2.9";"93";"从北方吹来的风";"1";"";"";"100%.";"雷暴较小或中度，无冰雹，但是在观测时有雨和/或雪 ";"雷暴，有降水或无";"阵性";"";"";"纤维状积雨云（经常有砧状云），有或没有光秃秃的积雨云、积云、层云、破损雨云";"100%.";"1000-1500";"";"";"15.0";"20.3";"";"";"";"";"";"";
"04.08.2013 20:00";"28.9";"747.1";"749.8";"5.7";"49";"从北方吹来的风";"10";"";"";"90  或者更多，但不为100%";"雷暴较小或中度，无冰雹，但是在观测时有雨和/或雪 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"纤维状积雨云（经常有砧状云），有或没有光秃秃的积雨云、积云、层云、破损雨云";"70 – 80%.";"1000-1500";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"6.0";"17.1";"降水迹象";"6";"";"";"";"";
"04.08.2013 17:00";"31.8";"741.4";"747.1";"-4.5";"70";"从西南偏南方向吹来的风";"3";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"并非由积云形成的层积云";"70 – 80%.";"1500-2000";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"7.0";"25.6";"";"";"";"";"";"";
"04.08.2013 14:00";"33.0";"745.9";"748.6";"1.2";"57";"从西南偏南方向吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"24.1";"";"没有层积云、层云、积云或积雨云";"无云";"2500或更高，或无云。";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"10.0";"23.3";"";"";"";"";"";"";
"04.08.2013 11:00";"30.1";"744.7";"750.4";"-3.4";"64";"从西南偏南方向吹来的风";"2";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"没有层积云、层云、积云或积雨云";"无云";"2500或更高，或无云。";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"6.0";"22.5";"";"";"";"";"";"";
"04.08.2013 08:00";"26.7";"748.1";"750.9";"3.5";"83";"从东方吹来的风";"2";"";"";"90  或者更多，但不为100%";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"没有层积云、层云、积云或积雨云";"无云";"2500或更高，或无云。";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"6.0";"23.6";"";"";"";"";"";"";
"04.08.2013 05:00";"24.4";"744.6";"750.4";"-3.7";"90";"无风";"0";"";"";"40%.";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"没有层积云、层云、积云或积雨云";"无云";"2500或更高，或无云。";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"8.0";"22.7";"";"";"";"";"";"";
"04.08.2013 02:00";"25.5";"748.3";"751.1";"1.2";"86";"从南方吹来的风";"1";"";"";"20–30%.";" ";"";"";"";"31.8";"没有层积云、层云、积云或积雨云";"无云";"2500或更高，或无云。";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"20.0";"23.0";"";"";"";"";"";"";
"03.08.2013 23:00";"26.4";"747.1";"752.9";"-1.5";"79";"从西南偏西方向吹来的风";"1";"";"";"20–30%.";" ";"";"";"";"";"没有层积云、层云、积云或积雨云";"无云";"2500或更高，或无云。";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"20.0";"22.5";"";"";"";"";"";"";
"03.08.2013 20:00";"27.7";"748.6";"751.3";"3.0";"69";"从西南偏南方向吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"25.0";"21.5";"";"";"";"";"";"";
"03.08.2013 17:00";"30.9";"745.6";"751.3";"-3.6";"54";"从西南偏南方向吹来的风";"3";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"30.0";"20.5";"";"";"";"";"";"";
"03.08.2013 14:00";"31.4";"749.2";"751.9";"1.9";"45";"从西南偏南方向吹来的风";"5";"";"";"50%.";" ";"";"";"24.3";"";"没有层积云、层云、积云或积雨云";"无云";"2500或更高，或无云。";"没有高积云、高层云或层雨云";"丝状有时为爪状、未在天空蔓延的卷云，";"25.0";"18.0";"";"";"";"";"";"";
"03.08.2013 11:00";"29.9";"747.3";"753.1";"-2.8";"49";"从西南偏南方向吹来的风";"2";"";"";"70 – 80%.";" ";"";"";"";"";"没有层积云、层云、积云或积雨云";"无云";"2500或更高，或无云。";"没有高积云、高层云或层雨云";"丝状有时为爪状、未在天空蔓延的卷云，";"25.0";"18.0";"";"";"";"";"";"";
"03.08.2013 08:00";"27.0";"750.1";"752.9";"3.7";"53";"从东北偏北方向吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"20.0";"16.6";"";"";"";"";"";"";
"03.08.2013 05:00";"25.3";"746.4";"752.2";"-4.9";"70";"从西南偏西方向吹来的风";"1";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"由积云形成的层积云";"70 – 80%.";"1500-2000";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"15.0";"19.4";"";"";"";"";"";"";
"03.08.2013 02:00";"24.7";"751.3";"754.1";"2.3";"78";"从西南偏南方向吹来的风";"1";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"31.0";"没有层积云、层云、积云或积雨云";"无云";"2500或更高，或无云。";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"8.0";"20.6";"";"";"";"";"";"";
"02.08.2013 23:00";"26.9";"749.0";"754.8";"-1.4";"79";"从西北方吹来的风";"2";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"没有层积云、层云、积云或积雨云";"70 – 80%.";"2500或更高，或无云。";"在同一高度上的透光高积云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"6.0";"22.9";"";"";"";"";"";"";
"02.08.2013 20:00";"27.7";"750.4";"753.2";"2.4";"72";"从西南偏南方向吹来的风";"3";"";"";"70 – 80%.";" ";"";"";"";"";"由积云形成的层积云";"60%.";"1500-2000";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"12.0";"22.2";"";"";"";"";"";"";
"02.08.2013 17:00";"30.2";"748.0";"753.8";"-3.5";"63";"从西南方吹来的风";"3";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"由积云形成的层积云";"90  或者更多，但不为100%";"1500-2000";"";"";"8.0";"22.4";"";"";"";"";"";"";
"02.08.2013 14:00";"30.7";"751.5";"754.3";"2.7";"62";"从西南偏南方向吹来的风";"2";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"21.6";"";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"20–30%.";"1000-1500";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"7.0";"22.6";"";"";"";"";"";"";
"02.08.2013 11:00";"28.4";"748.8";"754.6";"-3.3";"66";"从西方吹来的风";"1";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"20–30%.";"1000-1500";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"6.0";"21.4";"";"";"";"";"";"";
"02.08.2013 08:00";"24.4";"752.1";"754.9";"4.3";"86";"从西北方吹来的风";"1";"";"";"90  或者更多，但不为100%";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"并非由积云形成的层积云";"70 – 80%.";"1500-2000";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"6.0";"21.9";"";"";"";"";"";"";
"02.08.2013 05:00";"21.7";"747.8";"753.7";"-2.9";"97";"从东北偏北方向吹来的风";"1";"";"";"无云";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"";"";"";"";"2.0";"21.2";"";"";"";"";"";"";
"02.08.2013 02:00";"22.2";"750.7";"753.5";"2.3";"93";"从东北偏北方向吹来的风";"1";"";"";"无云";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"26.9";"";"";"";"";"";"5.0";"21.0";"";"";"";"";"";"";
"01.08.2013 23:00";"22.9";"748.4";"754.3";"-2.0";"88";"从东北方吹来的风";"1";"";"";"无云";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"";"";"";"";"9.0";"20.8";"";"";"";"";"";"";
"01.08.2013 20:00";"24.1";"750.4";"753.1";"4.1";"82";"从东北偏东方向吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"没有层积云、层云、积云或积雨云";"60%.";"2500或更高，或无云。";"不断变化的透亮高积云（经常为荚状云）散片；在一个或多个高度上";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"10.0";"20.8";"";"";"";"";"";"";
"01.08.2013 17:00";"25.6";"746.3";"752.1";"-3.8";"71";"从东北偏北方向吹来的风";"1";"";"";"70 – 80%.";" ";"";"";"";"";"并非由积云形成的层积云";"20–30%.";"1500-2000";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"20.0";"20.0";"";"";"";"";"";"";
"01.08.2013 14:00";"24.1";"750.1";"752.9";"2.6";"85";"无风";"0";"";"";"90  或者更多，但不为100%";"阵雨 ";"雷暴，有降水或无";"阵性";"21.2";"";"由积云形成的层积云";"60%.";"1500-2000";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"18.0";"21.4";"10.0";"6";"";"";"";"";
"01.08.2013 11:00";"25.4";"747.5";"753.3";"-2.3";"74";"从西北偏西方向吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"由积云形成的层积云";"70 – 80%.";"1500-2000";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"15.0";"20.4";"";"";"";"";"";"";
"01.08.2013 08:00";"24.1";"749.8";"752.6";"4.7";"83";"从东北方吹来的风";"2";"";"";"90  或者更多，但不为100%";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"没有层积云、层云、积云或积雨云";"20–30%.";"2500或更高，或无云。";"不断变化的透亮高积云（经常为荚状云）散片；在一个或多个高度上";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"8.0";"21.0";"";"";"";"";"";"";
"01.08.2013 05:00";"21.3";"745.1";"751.0";"-3.1";"97";"无风";"0";"";"";"20–30%.";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"没有层积云、层云、积云或积雨云";"无云";"2500或更高，或无云。";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"4.0";"20.8";"";"";"";"";"";"";
"01.08.2013 02:00";"21.8";"748.2";"751.0";"3.1";"95";"从东方吹来的风";"2";"";"";"90  或者更多，但不为100%";"薄雾 ";"雷暴，有降水或无";"阵性";"";"32.9";"没有层积云、层云、积云或积雨云";"无云";"2500或更高，或无云。";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"8.0";"21.0";"23.0";"6";"";"";"";"";
"31.07.2013 23:00";"22.2";"745.1";"751.0";"-1.5";"95";"从东方吹来的风";"2";"";"";"100%.";"雷暴较小或中度，无冰雹，但是在观测时有雨和/或雪 ";"雷暴，有降水或无";"阵性";"";"";"纤维状积雨云（经常有砧状云），有或没有光秃秃的积雨云、积云、层云、破损雨云";"100%.";"1000-1500";"";"";"6.0";"21.4";"";"";"";"";"";"";
"31.07.2013 20:00";"26.7";"746.6";"749.4";"4.2";"71";"从西北偏北方向吹来的风";"3";"";"";"100%.";"雷暴较小或中度，无冰雹，但是在观测时有雨和/或雪 ";"雷暴，有降水或无";"阵性";"";"";"纤维状积雨云（经常有砧状云），有或没有光秃秃的积雨云、积云、层云、破损雨云";"100%.";"1000-1500";"";"";"12.0";"21.0";"3.0";"6";"";"";"";"";
"31.07.2013 17:00";"32.4";"742.4";"748.1";"-3.7";"62";"从东南偏南方向吹来的风";"1";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"并非由积云形成的层积云";"90  或者更多，但不为100%";"1500-2000";"";"";"11.0";"24.2";"";"";"";"";"";"";
"31.07.2013 14:00";"32.4";"746.1";"748.9";"2.1";"61";"从东南方吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"21.0";"";"没有层积云、层云、积云或积雨云";"无云";"2500或更高，或无云。";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"20.0";"23.9";"";"";"";"";"";"";
"31.07.2013 11:00";"30.4";"744.0";"749.7";"-3.1";"52";"从东南偏南方向吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"没有层积云、层云、积云或积雨云";"无云";"2500或更高，或无云。";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"25.0";"19.4";"";"";"";"";"";"";
"31.07.2013 08:00";"24.9";"747.1";"749.9";"3.6";"76";"从东南方吹来的风";"2";"";"";"90  或者更多，但不为100%";"云量发展情况没有进行观测或无法观测。 ";"雷暴，有降水或无";"阵性";"";"";"没有层积云、层云、积云或积雨云";"70 – 80%.";"2500或更高，或无云。";"在同一高度上的透光高积云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"25.0";"20.4";"降水迹象";"6";"";"";"";"";
"31.07.2013 05:00";"22.5";"743.5";"749.4";"-3.0";"91";"从西南方吹来的风";"1";"";"";"90  或者更多，但不为100%";"云量发展情况没有进行观测或无法观测。 ";"雷暴，有降水或无";"阵性";"";"";"没有层积云、层云、积云或积雨云";"40%.";"2500或更高，或无云。";"不断变化的透亮高积云（经常为荚状云）散片；在一个或多个高度上";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"20.0";"21.0";"";"";"";"";"";"";
"31.07.2013 02:00";"22.1";"746.5";"749.2";"3.0";"90";"从东方吹来的风";"2";"";"";"90  或者更多，但不为100%";"雷暴较小或中度，无冰雹，但是在观测时有雨和/或雪 ";"雷暴，有降水或无";"阵性";"";"33.9";"纤维状积雨云（经常有砧状云），有或没有光秃秃的积雨云、积云、层云、破损雨云";"90  或者更多，但不为100%";"1000-1500";"";"";"20.0";"20.4";"18.0";"6";"";"";"";"";
"30.07.2013 23:00";"29.6";"743.5";"749.2";"-0.8";"72";"从东北偏东方向吹来的风";"1";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"由积云形成的层积云";"60%.";"1500-2000";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"12.0";"24.0";"";"";"";"";"";"";
"30.07.2013 20:00";"30.7";"744.3";"747.0";"3.7";"65";"从东南偏南方向吹来的风";"2";"";"";"50%.";" ";"";"";"";"";"没有层积云、层云、积云或积雨云";"无云";"2500或更高，或无云。";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"15.0";"23.4";"";"";"";"";"";"";
"30.07.2013 17:00";"33.5";"740.6";"746.2";"-3.8";"54";"从西南方吹来的风";"4";"";"";"60%.";" ";"";"";"";"";"没有层积云、层云、积云或积雨云";"无云";"2500或更高，或无云。";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"18.0";"22.9";"";"";"";"";"";"";
"30.07.2013 14:00";"33.5";"744.4";"747.1";"1.5";"56";"从东南偏南方向吹来的风";"2";"";"";"20–30%.";" ";"";"";"";"";"没有层积云、层云、积云或积雨云";"无云";"2500或更高，或无云。";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"18.0";"23.5";"";"";"";"";"";"";
"30.07.2013 11:00";"30.1";"742.9";"748.6";"-3.4";"67";"从西南方吹来的风";"2";"";"";"40%.";" ";"";"";"";"";"没有层积云、层云、积云或积雨云";"无云";"2500或更高，或无云。";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"12.0";"23.3";"";"";"";"";"";"";
"30.07.2013 08:00";"25.1";"746.3";"749.1";"3.9";"95";"从南方吹来的风";"2";"";"";"90  或者更多，但不为100%";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"没有层积云、层云、积云或积雨云";"无云";"2500或更高，或无云。";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"1.2";"24.2";"";"";"";"";"";"";
"30.07.2013 05:00";"24.0";"742.4";"748.2";"-3.0";"96";"从西南偏西方向吹来的风";"1";"";"";"90  或者更多，但不为100%";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"没有层积云、层云、积云或积雨云";"无云";"2500或更高，或无云。";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"3.0";"23.3";"";"";"";"";"";"";
"30.07.2013 02:00";"25.3";"745.4";"748.2";"1.5";"89";"从西南方吹来的风";"1";"";"";"70 – 80%.";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"31.2";"没有层积云、层云、积云或积雨云";"70 – 80%.";"2500或更高，或无云。";"在同一高度上的透光高积云";"没有卷云、卷积云或卷层云";"4.0";"23.4";"";"";"";"";"";"";
"29.07.2013 23:00";"26.9";"743.9";"749.7";"-2.6";"81";"从西南方吹来的风";"2";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"没有层积云、层云、积云或积雨云";"50%.";"2500或更高，或无云。";"在同一高度上的透光高积云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"8.0";"23.4";"";"";"";"";"";"";
"29.07.2013 20:00";"29.0";"746.5";"749.2";"3.6";"67";"从西南偏南方向吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"没有层积云、层云、积云或积雨云";"70 – 80%.";"2500或更高，或无云。";"在同一高度上的透光高积云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"15.0";"22.3";"";"";"";"";"";"";
"29.07.2013 17:00";"31.2";"742.9";"748.6";"-4.1";"57";"从西北偏西方向吹来的风";"1";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"并非由积云形成的层积云";"50%.";"1500-2000";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"18.0";"21.7";"";"";"";"";"";"";
"29.07.2013 14:00";"29.8";"747.0";"749.7";"2.1";"71";"无风";"0";"";"";"90  或者更多，但不为100%";"小雨（不冻） ";"雨";"在整个相应周期内云遮住了一半或以下的天空";"27.0";"";"并非由积云形成的层积云";"70 – 80%.";"1500-2000";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"8.0";"24.0";"0.2";"6";"";"";"";"";
"29.07.2013 11:00";"29.0";"744.9";"750.6";"-2.5";"78";"从东南偏东方向吹来的风";"1";"";"";"90  或者更多，但不为100%";"间歇性雨，不冻，在观测时较弱 ";"雨";"在整个相应周期内云遮住了一半或以下的天空";"";"";"并非由积云形成的层积云";"90  或者更多，但不为100%";"1000-1500";"";"";"6.0";"24.8";"";"";"";"";"";"";
"29.07.2013 08:00";"29.1";"747.4";"750.1";"3.4";"74";"从东北偏东方向吹来的风";"1";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"并非由积云形成的层积云";"90  或者更多，但不为100%";"1500-2000";"";"";"12.0";"24.0";"";"";"";"";"";"";
"29.07.2013 05:00";"27.2";"744.0";"749.8";"-3.0";"83";"从西南偏南方向吹来的风";"1";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"并非由积云形成的层积云";"90  或者更多，但不为100%";"1500-2000";"";"";"12.0";"24.1";"";"";"";"";"";"";
"29.07.2013 02:00";"28.0";"747.0";"749.7";"2.9";"76";"从西南偏南方向吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"36.3";"没有层积云、层云、积云或积雨云";"90  或者更多，但不为100%";"2500或更高，或无云。";"在同一高度上的透光高积云";"";"15.0";"23.4";"";"";"";"";"";"";
"28.07.2013 23:00";"29.1";"744.1";"749.8";"-2.7";"67";"从西南方吹来的风";"2";"";"";"60%.";" ";"";"";"";"";"没有层积云、层云、积云或积雨云";"无云";"2500或更高，或无云。";"没有高积云、高层云或层雨云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"15.0";"22.3";"";"";"";"";"";"";
"28.07.2013 20:00";"31.7";"746.8";"749.5";"3.5";"52";"从西南方吹来的风";"3";"";"";"70 – 80%.";" ";"";"";"";"";"没有层积云、层云、积云或积雨云";"20–30%.";"2500或更高，或无云。";"不断变化的透亮高积云（经常为荚状云）散片；在一个或多个高度上";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"30.0";"20.6";"";"";"";"";"";"";
"28.07.2013 17:00";"35.4";"743.3";"748.9";"-3.5";"41";"从西南方吹来的风";"3";"";"";"40%.";" ";"";"";"";"";"没有层积云、层云、积云或积雨云";"无云";"2500或更高，或无云。";"没有高积云、高层云或层雨云";"某些卷积云或伴有卷云或卷层云的卷积云，或两者皆有，但其中卷积云的量最多";"30.0";"20.1";"";"";"";"";"";"";
"28.07.2013 14:00";"35.1";"746.8";"749.5";"1.6";"38";"从西南偏西方向吹来的风";"4";"";"";"90  或者更多，但不为100%";" ";"";"";"23.7";"";"没有层积云、层云、积云或积雨云";"70 – 80%.";"2500或更高，或无云。";"在同一高度上的透光高积云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"30.0";"18.7";"";"";"";"";"";"";
"28.07.2013 11:00";"32.3";"745.2";"750.9";"-2.6";"46";"从西北方吹来的风";"2";"";"";"70 – 80%.";" ";"";"";"";"";"没有层积云、层云、积云或积雨云";"70 – 80%.";"2500或更高，或无云。";"在同一高度上的透光高积云";"没有卷云、卷积云或卷层云";"25.0";"19.2";"";"";"";"";"";"";
"28.07.2013 08:00";"28.2";"747.8";"750.6";"3.7";"69";"从东北方吹来的风";"2";"";"";"70 – 80%.";"云量发展情况没有进行观测或无法观测。 ";"雾或冰雾或强阴霾";"在整个相应周期内云遮住了一半或以下的天空";"";"";"没有层积云、层云、积云或积雨云";"70 – 80%.";"2500或更高，或无云。";"在同一高度上的透光高积云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"12.0";"22.0";"";"";"";"";"";"";
"28.07.2013 05:00";"24.0";"744.1";"749.9";"-2.7";"100";"从西方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"有雾或冰雾，天空不可见，在观测前一个小时内开始出现或变浓。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"";"";"";"";"0.1";"24.0";"";"";"";"";"";"";
